Title,Title,Budget,Revenue,BD Ratio,IMDB score
The Island of Dr. Moreau,The Island of Dr. Moreau,40000000,49627779,1.240694475,4.50
The Musketeer,The Musketeer,40000000,27053815,0.676345375,4.80
Sweet November,Sweet November,40000000,65754228,1.6438557,6.70
The Reaping,The Reaping,40000000,62771059,1.569276475,5.60
Mean Streets,Mean Streets,500000,3000000,6,7.30
Renaissance Man,Renaissance Man,40000000,24332324,0.6083081,6.20
Colombiana,Colombiana,40000000,60965854,1.52414635,6.40
Quest for Camelot,Quest for Camelot,40000000,38172500,0.9543125,6.30
City By The Sea,City By The Sea,40000000,22433915,0.560847875,6.10
Torque,Torque,40000000,46546197,1.163654925,4.10
Showgirls,Showgirls,45000000,20350754,0.452238978,4.80
Marie Antoinette,Marie Antoinette,40000000,60474340,1.5118585,6.40
Get Carter,Get Carter,63600000,19412993,0.305235739,5.20
The Impossible,The Impossible,42000000,180274123,4.292241024,7.60
Ishtar,Ishtar,55000000,14375181,0.261366927,4.40
Fantastic Mr. Fox,Fantastic Mr. Fox,40000000,46471023,1.161775575,7.80
Life or Something Like It,Life or Something Like It,40000000,16872671,0.421816775,5.80
Memoirs of an Invisible Man,Memoirs of an Invisible Man,40000000,14358033,0.358950825,6.00
Alfie,Alfie,60000000,13395939,0.22326565,6.20
Big Miracle,Big Miracle,40000000,24719215,0.617980375,6.50
The Deep End of the Ocean,The Deep End of the Ocean,38000000,28121100,0.740028947,6.40
FearDotCom,FearDotCom,40000000,18902015,0.472550375,3.40
Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,40000000,28169671,0.704241775,5.90
Duplex,Duplex,40000000,19322135,0.483053375,5.90
Universal Soldier: The Return,Universal Soldier: The Return,45000000,10667893,0.237064289,4.20
Pandorum,Pandorum,33000000,20645327,0.62561597,6.70
Extreme Ops,Extreme Ops,40000000,10959475,0.273986875,4.50
Sunshine,Sunshine,50000000,32017803,0.64035606,7.20
A Thousand Words,A Thousand Words,40000000,22044277,0.551106925,5.90
The Gunman,The Gunman,40000000,13644292,0.3411073,5.80
Stormbreaker,Stormbreaker,40000000,23937870,0.59844675,5.10
Disturbia,Disturbia,20000000,117760134,5.8880067,6.80
Hackers,Hackers,20000000,7563728,0.3781864,6.20
Snowpiercer,Snowpiercer,39200000,86758912,2.213237551,7.10
The Crow,The Crow,15000000,94000000,6.266666667,7.60
The Time Traveler's Wife,The Time Traveler's Wife,39000000,101229792,2.595635692,7.10
Frankenweenie,Frankenweenie,39000000,35287788,0.904815077,6.90
Serenity,Serenity,39000000,38869464,0.996652923,7.80
Against the Ropes,Against the Ropes,39000000,6614280,0.169596923,5.30
Superman III,Superman III,39000000,75850624,1.944887795,5.00
Grudge Match,Grudge Match,40000000,44907260,1.1226815,6.40
Red Cliff,Red Cliff,80341000,127814609,1.590901395,7.40
Sweet Home Alabama,Sweet Home Alabama,30000000,180622424,6.020747467,6.20
The Ugly Truth,The Ugly Truth,38000000,205298907,5.402602816,6.40
Star Trek: Generations,Star Trek: Generations,38000000,120000000,3.157894737,6.60
Water for Elephants,Water for Elephants,38000000,114156230,3.004111316,6.90
The Hurricane,The Hurricane,50000000,73956241,1.47912482,7.60
Enough,Enough,38000000,51801187,1.363189132,5.70
Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,38000000,107597242,2.831506368,4.40
Angel Eyes,Angel Eyes,53000000,29700000,0.560377358,5.60
The Ninth Gate,The Ninth Gate,38000000,58401898,1.536892053,6.70
Extreme Measures,Extreme Measures,38000000,17380126,0.457371737,6.20
Rock Star,Rock Star,57000000,16991902,0.298103544,6.30
Precious,Precious,10000000,47536959,4.7536959,7.30
White Squall,White Squall,38000000,10300000,0.271052632,6.60
The Thing,The Thing,15000000,19629760,1.308650667,8.10
Riddick,Riddick,38000000,98337295,2.587823553,6.40
Switchback,Switchback,37000000,6482195,0.175194459,6.40
City of Ember,City of Ember,55000000,17869048,0.324891782,6.50
The Master,The Master,32000000,28258060,0.883064375,7.20
Virgin Territory,Virgin Territory,38000000,5410749,0.142388132,4.80
The Express,The Express,40000000,9793496,0.2448374,7.30
The 5th Wave,The 5th Wave,38000000,109906372,2.892272947,5.20
Creed,Creed,37000000,173567581,4.691015703,7.60
The Town,The Town,37000000,154026136,4.162868541,7.50
What to Expect When You're Expecting,What to Expect When You're Expecting,40000000,79700000,1.9925,5.70
Burn After Reading,Burn After Reading,37000000,163720069,4.42486673,7.00
Nim's Island,Nim's Island,37000000,100076342,2.704766,6.00
Rush,Rush,38000000,90247624,2.374937474,8.10
Magnolia,Magnolia,37000000,48451803,1.309508189,8.00
Cop Out,Cop Out,30000000,55583804,1.852793467,5.60
How to Be Single,How to Be Single,38000000,112343513,2.956408237,6.10
Dolphin Tale,Dolphin Tale,37000000,95404397,2.578497216,6.90
Twilight,Twilight,37000000,392616625,10.61126014,5.20
John Q,John Q,36000000,102244770,2.8401325,7.10
Blue Streak,Blue Streak,65000000,117758500,1.811669231,6.30
We're the Millers,We're the Millers,37000000,269994119,7.297138351,7.00
Breakdown,Breakdown,36000000,50159144,1.393309556,6.90
Never Say Never Again,Never Say Never Again,36000000,160000000,4.444444444,6.20
Hot Tub Time Machine,Hot Tub Time Machine,36000000,64572262,1.793673944,6.40
Dolphin Tale 2,Dolphin Tale 2,36000000,52424533,1.456237028,6.40
Reindeer Games,Reindeer Games,42000000,32168970,0.765927857,5.80
A Man Apart,A Man Apart,36000000,44350926,1.231970167,6.10
Aloha,Aloha,37000000,26250020,0.70946,5.40
The Rite,The Rite,37000000,96047633,2.595881973,6.00
Gattaca,Gattaca,36000000,12532777,0.348132694,7.80
Isn't She Great,Isn't She Great,36000000,3003296,0.083424889,5.40
Space Chimps,Space Chimps,37000000,63800345,1.724333649,4.50
The Hangover,The Hangover,35000000,459270619,13.12201769,7.70
Ip Man 3,Ip Man 3,36000000,156844753,4.356798694,7.10
Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,33000000,310940086,9.422426848,6.60
Batman,Batman,35000000,411348924,11.7528264,7.50
Lethal Weapon 3,Lethal Weapon 3,35000000,321731527,9.192329343,6.70
The Blind Side,The Blind Side,29000000,309208309,10.66235548,7.60
Spy Kids,Spy Kids,35000000,147934180,4.226690857,5.40
Horrible Bosses,Horrible Bosses,35000000,117000000,3.342857143,6.90
True Grit,True Grit,38000000,252276927,6.6388665,7.60
The Devil Wears Prada,The Devil Wears Prada,35000000,326551094,9.330031257,6.90
Star Trek: The Motion Picture,Star Trek: The Motion Picture,35000000,139000000,3.971428571,6.40
Identity Thief,Identity Thief,35000000,173965010,4.970428857,5.70
Cape Fear,Cape Fear,35000000,182300000,5.208571429,7.30
21,21,35000000,69823199,1.994948543,6.80
Trainwreck,Trainwreck,35000000,140795793,4.022736943,6.20
Guess Who,Guess Who,35000000,68915888,1.969025371,5.90
The English Patient,The English Patient,27000000,231976425,8.591719444,7.40
L.A. Confidential,L.A. Confidential,35000000,126216940,3.606198286,8.20
Sky High,Sky High,35000000,86369815,2.467709,6.20
Species,Species,35000000,113374103,3.239260086,5.80
A Nightmare on Elm Street,A Nightmare on Elm Street,1800000,25504513,14.16917389,7.50
The Cell,The Cell,33000000,104155843,3.156237667,6.30
Secretariat,Secretariat,35000000,60251371,1.721467743,7.20
TMNT,TMNT,34000000,95608995,2.812029265,6.20
Radio,Radio,32000000,52277485,1.633671406,6.90
Friends with Benefits,Friends with Benefits,35000000,150483765,4.299536143,6.50
Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,35000000,108758521,3.107386314,5.70
Saving Mr. Banks,Saving Mr. Banks,35000000,112544580,3.215559429,7.50
Malcolm X,Malcolm X,34000000,48169908,1.416762,7.70
This Is 40,This Is 40,35000000,88058786,2.515965314,6.20
Old Dogs,Old Dogs,35000000,92219310,2.634837429,5.40
Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,35000000,91353501,2.610100029,6.60
License to Wed,License to Wed,35000000,69307224,1.9802064,5.30
Must Love Dogs,Must Love Dogs,30000000,58405313,1.946843767,5.90
Donnie Brasco,Donnie Brasco,35000000,41954997,1.1987142,7.70
Resident Evil,Resident Evil,33000000,102984862,3.120753394,6.70
Poltergeist,Poltergeist,10700000,122200000,11.42056075,7.30
Max Payne,Max Payne,35000000,85416905,2.440483,5.40
In Time,In Time,40000000,173930596,4.3482649,6.70
The Back-Up Plan,The Back-Up Plan,35000000,77477008,2.2136288,5.30
Something Borrowed,Something Borrowed,35000000,59901913,1.711483229,5.90
The Bad News Bears,The Bad News Bears,35000000,35323292,1.009236914,7.30
Street Fighter,Street Fighter,35000000,99423521,2.840672029,3.90
The Pianist,The Pianist,35000000,120072577,3.430645057,8.50
House of Wax,House of Wax,40000000,68766121,1.719153025,5.30
Closer,Closer,27000000,115505027,4.277963963,7.20
J. Edgar,J. Edgar,35000000,84606030,2.417315143,6.50
Mirrors,Mirrors,35000000,72436439,2.069612543,6.10
Queen of the Damned,Queen of the Damned,35000000,45479110,1.299403143,5.30
Predator 2,Predator 2,35000000,57120318,1.632009086,6.30
Untraceable,Untraceable,35000000,32483410,0.928097429,6.20
Blast from the Past,Blast from the Past,35000000,40263020,1.150372,6.60
Flash Gordon,Flash Gordon,35000000,27107960,0.774513143,6.50
Jersey Girl,Jersey Girl,35000000,36098382,1.031382343,6.20
Alex Cross,Alex Cross,45000000,30353232,0.674516267,5.10
Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,35000000,25105255,0.717293,6.60
Heist,Heist,8900000,4100000,0.460674157,6.50
The X Files: I Want to Believe,The X Files: I Want to Believe,30000000,68369434,2.278981133,5.90
Ella Enchanted,Ella Enchanted,31000000,27388767,0.883508613,6.20
Concussion,Concussion,35000000,50363790,1.438965429,7.10
Abduction,Abduction,35000000,82087155,2.345347286,5.10
Valiant,Valiant,35000000,19478106,0.556517314,5.50
Superhero Movie,Superhero Movie,35000000,25871834,0.739195257,4.50
Broken City,Broken City,56000000,19701164,0.3518065,6.20
Cursed,Cursed,35000000,19294901,0.551282886,5.00
Premium Rush,Premium Rush,35000000,31083599,0.888102829,6.50
Hot Pursuit,Hot Pursuit,35000000,51680201,1.476577171,5.10
The Four Feathers,The Four Feathers,35000000,29882645,0.853789857,6.50
Parker,Parker,35000000,46216641,1.320475457,6.20
Wimbledon,Wimbledon,31000000,41512007,1.339097,6.30
Furry Vengeance,Furry Vengeance,35000000,39340177,1.124005057,3.80
Krull,Krull,27000000,16519460,0.611831852,6.10
Lions for Lambs,Lions for Lambs,35000000,63215872,1.806167771,6.20
Walk Hard: The Dewey Cox Story,Walk Hard: The Dewey Cox Story,35000000,18317151,0.523347171,6.80
American Outlaws,American Outlaws,35000000,13678913,0.390826086,6.00
The Young Victoria,The Young Victoria,35000000,27409889,0.783139686,7.30
Whiteout,Whiteout,40000000,12206028,0.3051507,5.50
The Tree of Life,The Tree of Life,32000000,54674226,1.708569563,6.80
Sabotage,Sabotage,35000000,17508518,0.500243371,5.70
The Order,The Order,35000000,11560806,0.330308743,5.20
Punisher: War Zone,Punisher: War Zone,20500000,10089373,0.492164537,5.90
Zoom,Zoom,35000000,12506188,0.357319657,4.30
The Walk,The Walk,35000000,61181942,1.748055486,7.30
A Good Year,A Good Year,35000000,42064105,1.201831571,7.00
Radio Flyer,Radio Flyer,35000000,4651977,0.132913629,7.00
Femme Fatale,Femme Fatale,35000000,16838910,0.481111714,6.20
The Horseman on the Roof,The Horseman on the Roof,35000000,15000000,0.428571429,7.10
Ride with the Devil,Ride with the Devil,38000000,635096,0.016713053,6.70
Bandidas,Bandidas,35000000,10496317,0.299894771,5.70
The Maze Runner,The Maze Runner,34000000,348319861,10.24470179,6.80
Unfinished Business,Unfinished Business,35000000,14431253,0.412321514,5.40
The Age of Innocence,The Age of Innocence,34000000,32255440,0.948689412,7.20
The Fountain,The Fountain,35000000,15304890,0.437282571,7.20
Chill Factor,Chill Factor,70000000,11263966,0.1609138,5.20
Stolen,Stolen,35000000,2106557,0.060187343,5.50
Ponyo,Ponyo,41677699,187479518,4.498317386,7.70
The Longest Ride,The Longest Ride,34000000,63013281,1.853331794,7.10
The Astronaut's Wife,The Astronaut's Wife,75000000,19598588,0.261314507,5.40
Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,35000000,27330000,0.780857143,7.10
Reds,Reds,32000000,40382659,1.261958094,7.30
A Few Good Men,A Few Good Men,40000000,243240178,6.08100445,7.70
Exit Wounds,Exit Wounds,50000000,79958599,1.59917198,5.60
Big Momma's House,Big Momma's House,30000000,173959438,5.798647933,5.10
The Darkest Hour,The Darkest Hour,30000000,64626786,2.1542262,4.90
Step Up Revolution,Step Up Revolution,33000000,140470746,4.256689273,6.40
Snakes on a Plane,Snakes on a Plane,33000000,62022014,1.87945497,5.40
The Punisher,The Punisher,33000000,54700105,1.657578939,8.50
Safe,Safe,30000000,40346186,1.344872867,6.50
Doomsday,Doomsday,30000000,22211426,0.740380867,6.00
The Reader,The Reader,32000000,113019290,3.531852813,7.60
Wanderlust,Wanderlust,35000000,24159934,0.690283829,5.60
Elf,Elf,32000000,173398518,5.418703688,6.90
Phenomenon,Phenomenon,32000000,152036382,4.751136938,6.40
Nacho Libre,Nacho Libre,32000000,80197993,2.506187281,5.70
Bridesmaids,Bridesmaids,32500000,288383523,8.873339169,6.80
This Is the End,This Is the End,32000000,126041322,3.938791313,6.60
Stigmata,Stigmata,29000000,50041732,1.725576966,6.20
Men of Honor,Men of Honor,32000000,48814909,1.525465906,7.20
Takers,Takers,32000000,69055695,2.157990469,6.20
The Big Wedding,The Big Wedding,35000000,21819348,0.623409943,5.60
"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",32000000,83615414,2.612981688,4.40
Source Code,Source Code,32000000,147332697,4.604146781,7.50
Alive,Alive,32000000,36733909,1.147934656,7.10
The Number 23,The Number 23,30000000,77566815,2.5855605,6.40
The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,33000000,9494789,0.287720879,7.10
1941,1941,35000000,31755742,0.907306914,5.80
A History of Violence,A History of Violence,32000000,60740827,1.898150844,7.40
Transporter 2,Transporter 2,32000000,85167639,2.661488719,6.30
The Quick and the Dead,The Quick and the Dead,32000000,18552460,0.579764375,6.40
Laws of Attraction,Laws of Attraction,28000000,30016165,1.072005893,5.90
Repo Men,Repo Men,32000000,18409891,0.575309094,6.30
Dragon Wars: D-War,Dragon Wars: D-War,70000000,53587404,0.765534343,3.50
The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,30000000,27437881,0.914596033,5.90
Cats Don't Dance,Cats Don't Dance,32000000,3566637,0.111457406,6.90
The Good German,The Good German,32000000,5914908,0.184840875,6.00
Apocalypse Now,Apocalypse Now,31500000,89460381,2.840012095,8.40
Going the Distance,Going the Distance,32000000,42045846,1.313932688,6.30
Criminal,Criminal,31500000,14708696,0.46694273,6.30
Out of Africa,Out of Africa,31000000,128499205,4.145135645,7.20
Flight,Flight,31000000,161772375,5.21846371,7.30
Moonraker,Moonraker,34000000,210308099,6.185532324,6.30
The Grand Budapest Hotel,The Grand Budapest Hotel,30000000,174600318,5.8200106,8.10
Hearts in Atlantis,Hearts in Atlantis,31000000,24185781,0.780186484,6.90
Arachnophobia,Arachnophobia,31000000,53208180,1.716392903,6.40
Frequency,Frequency,31000000,68106245,2.196975645,7.30
Vacation,Vacation,31000000,104384188,3.367231871,6.10
Get Shorty,Get Shorty,30250000,115101622,3.805012298,6.90
Chicago,Chicago,45000000,306776732,6.817260711,7.10
Big Daddy,Big Daddy,34200000,234801895,6.865552485,6.40
American Pie 2,American Pie 2,30000000,287553595,9.585119833,6.40
Toy Story,Toy Story,30000000,373554033,12.4518011,8.30
Speed,Speed,30000000,350448145,11.68160483,7.20
The Vow,The Vow,30000000,196114570,6.537152333,6.80
Extraordinary Measures,Extraordinary Measures,31000000,15134293,0.488203,6.40
Remember the Titans,Remember the Titans,30000000,136706683,4.556889433,7.80
The Hunt for Red October,The Hunt for Red October,30000000,199200000,6.64,7.60
The Butler,The Butler,25000000,115922175,4.636887,7.60
DodgeBall: A True Underdog Story,DodgeBall: A True Underdog Story,20000000,167722310,8.3861155,6.70
The Addams Family,The Addams Family,30000000,191502426,6.3834142,6.90
Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,30000000,212385533,7.079517767,6.40
The Princess Diaries,The Princess Diaries,37000000,165335153,4.468517649,6.30
The First Wives Club,The First Wives Club,26000000,116400000,4.476923077,6.40
Se7en,Se7en,33000000,327311859,9.918541182,8.60
District 9,District 9,30000000,210819611,7.027320367,7.90
The SpongeBob SquarePants Movie,The SpongeBob SquarePants Movie,30000000,140161792,4.672059733,7.00
Mystic River,Mystic River,25000000,156822020,6.2728808,7.90
Million Dollar Baby,Million Dollar Baby,30000000,216763646,7.225454867,8.10
Analyze This,Analyze This,80000000,176885658,2.211070725,6.70
The Notebook,The Notebook,29000000,115603229,3.986318241,7.80
27 Dresses,27 Dresses,30000000,160259319,5.3419773,6.10
Hannah Montana: The Movie,Hannah Montana: The Movie,35000000,155545279,4.444150829,4.40
Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,30,103,3.433333333,6.10
The Prince of Tides,The Prince of Tides,30000000,74787599,2.492919967,6.70
Legends of the Fall,Legends of the Fall,30000000,160638883,5.354629433,7.50
Up in the Air,Up in the Air,25000000,163670000,6.5468,7.40
About Schmidt,About Schmidt,30000000,105834556,3.527818533,7.10
Warm Bodies,Warm Bodies,35000000,116980662,3.342304629,6.90
Looper,Looper,30000000,47042000,1.568066667,7.40
Babe,Babe,30000000,254134910,8.471163667,6.70
Hope Springs,Hope Springs,30000000,114281051,3.809368367,6.30
Forgetting Sarah Marshall,Forgetting Sarah Marshall,30000000,105173115,3.5057705,7.10
Four Brothers,Four Brothers,45000000,92374674,2.052770533,6.80
Baby Mama,Baby Mama,30000000,63833449,2.127781633,6.00
Bride Wars,Bride Wars,30000000,114663461,3.822115367,5.50
Without a Paddle,Without a Paddle,19000000,69631118,3.664795684,5.90
13 Going on 30,13 Going on 30,37000000,96455697,2.60691073,6.10
